period,sp_price,dividend,earnings,cpi,long_rate
1956-08-01,48.49,1.82667,3.50667,27.3,3.33
1956-09-01,46.84,1.84,3.46,27.4,3.38
1956-10-01,46.24,1.80667,3.44333,27.5,3.34
1956-11-01,45.76,1.77333,3.42667,27.5,3.49
1956-12-01,46.44,1.74,3.41,27.6,3.59
1957-01-01,45.43,1.73667,3.40667,27.6,3.46
1957-02-01,43.47,1.73333,3.40333,27.7,3.34
1957-03-01,44.03,1.73,3.4,27.8,3.41
1957-04-01,45.05,1.73,3.40667,27.9,3.48
1957-05-01,46.78,1.73,3.41333,28.,3.6
1957-06-01,47.55,1.73,3.42,28.1,3.8
1957-07-01,48.51,1.74,3.43667,28.3,3.93
1957-08-01,45.84,1.75,3.45333,28.3,3.93
1957-09-01,43.98,1.76,3.47,28.3,3.92
1957-10-01,41.24,1.77,3.43667,28.3,3.97
1957-11-01,40.35,1.78,3.40333,28.4,3.72
1957-12-01,40.33,1.79,3.37,28.4,3.21
1958-01-01,41.12,1.78333,3.29333,28.6,3.09
1958-02-01,41.26,1.77667,3.21667,28.6,3.05
1958-03-01,42.11,1.77,3.14,28.8,2.98
1958-04-01,42.34,1.75667,3.07,28.9,2.88
1958-05-01,43.7,1.74333,3.,28.9,2.92
1958-06-01,44.75,1.73,2.93,28.9,2.97
1958-07-01,45.98,1.73,2.91333,29.,3.2
1958-08-01,47.7,1.73,2.89667,28.9,3.54
1958-09-01,48.96,1.73,2.88,28.9,3.76
1958-10-01,50.95,1.73667,2.88333,28.9,3.8
1958-11-01,52.5,1.74333,2.88667,29.,3.74
1958-12-01,53.49,1.75,2.89,28.9,3.86
1959-01-01,55.62,1.75667,2.96333,29.,4.02
1959-02-01,54.77,1.76333,3.03667,28.9,3.96
1959-03-01,56.16,1.77,3.11,28.9,3.99
1959-04-01,57.1,1.77667,3.20667,29.,4.12
1959-05-01,57.96,1.78333,3.30333,29.,4.31
1959-06-01,57.46,1.79,3.4,29.1,4.34
1959-07-01,59.74,1.79667,3.41,29.2,4.4
1959-08-01,59.4,1.80333,3.42,29.2,4.43
1959-09-01,57.05,1.81,3.43,29.3,4.68
1959-10-01,57.,1.81667,3.41667,29.4,4.53
1959-11-01,57.23,1.82333,3.40333,29.4,4.53
1959-12-01,59.06,1.83,3.39,29.4,4.69
1960-01-01,58.03,1.86667,3.39,29.3,4.72
1960-02-01,55.78,1.90333,3.39,29.4,4.49
1960-03-01,55.02,1.94,3.39,29.4,4.25
1960-04-01,55.73,1.94333,3.34667,29.5,4.28
1960-05-01,55.22,1.94667,3.30333,29.5,4.35
1960-06-01,57.26,1.95,3.26,29.6,4.15
1960-07-01,55.84,1.95,3.26333,29.6,3.9
1960-08-01,56.51,1.95,3.26667,29.6,3.8
1960-09-01,54.81,1.95,3.27,29.6,3.8
1960-10-01,53.73,1.95,3.27,29.8,3.89
1960-11-01,55.47,1.95,3.27,29.8,3.93
1960-12-01,56.8,1.95,3.27,29.8,3.84
1961-01-01,59.72,1.94667,3.21,29.8,3.84
1961-02-01,62.17,1.94333,3.15,29.8,3.78
1961-03-01,64.12,1.94,3.09,29.8,3.74
1961-04-01,65.83,1.94,3.07,29.8,3.78
1961-05-01,66.5,1.94,3.05,29.8,3.71
1961-06-01,65.62,1.94,3.03,29.8,3.88
1961-07-01,65.44,1.94667,3.03667,30.,3.92
1961-08-01,67.79,1.95333,3.04333,29.9,4.04
1961-09-01,67.26,1.96,3.05,30.,3.98
1961-10-01,68.,1.98,3.09667,30.,3.92
1961-11-01,71.08,2.,3.14333,30.,3.94
1961-12-01,71.74,2.02,3.19,30.,4.06
1962-01-01,69.07,2.02667,3.25,30.,4.08
1962-02-01,70.22,2.03333,3.31,30.1,4.04
1962-03-01,70.29,2.04,3.37,30.1,3.93
1962-04-01,68.05,2.04667,3.40333,30.2,3.84
1962-05-01,62.99,2.05333,3.43667,30.2,3.87
1962-06-01,55.63,2.06,3.47,30.2,3.91
1962-07-01,56.97,2.06667,3.49,30.3,4.01
1962-08-01,58.52,2.07333,3.51,30.3,3.98
1962-09-01,58.,2.08,3.53,30.4,3.98
1962-10-01,56.17,2.09667,3.57667,30.4,3.93
1962-11-01,60.04,2.11333,3.62333,30.4,3.92
1962-12-01,62.64,2.13,3.67,30.4,3.86
1963-01-01,65.06,2.13667,3.68333,30.4,3.83
1963-02-01,65.92,2.14333,3.69667,30.4,3.92
1963-03-01,65.67,2.15,3.71,30.5,3.93
1963-04-01,68.76,2.16667,3.75333,30.5,3.97
1963-05-01,70.14,2.18333,3.79667,30.5,3.93
1963-06-01,70.11,2.2,3.84,30.6,3.99
1963-07-01,69.07,2.20333,3.88,30.7,4.02
1963-08-01,70.98,2.20667,3.92,30.7,4.
1963-09-01,72.85,2.21,3.96,30.7,4.08
1963-10-01,73.03,2.23333,3.98,30.8,4.11
1963-11-01,72.62,2.25667,4.,30.8,4.12
1963-12-01,74.17,2.28,4.02,30.9,4.13
1964-01-01,76.45,2.29667,4.07333,30.9,4.17
1964-02-01,77.39,2.31333,4.12667,30.9,4.15
1964-03-01,78.8,2.33,4.18,30.9,4.22
1964-04-01,79.94,2.34667,4.23,30.9,4.23
1964-05-01,80.72,2.36333,4.28,30.9,4.2
1964-06-01,80.24,2.38,4.33,31.,4.17
1964-07-01,83.22,2.4,4.37667,31.1,4.19
1964-08-01,82.,2.42,4.42333,31.,4.19
1964-09-01,83.41,2.44,4.47,31.1,4.2
1964-10-01,84.85,2.46,4.49667,31.1,4.19
1964-11-01,85.44,2.48,4.52333,31.2,4.15
1964-12-01,83.96,2.5,4.55,31.2,4.18
1965-01-01,86.12,2.51667,4.59333,31.2,4.19
1965-02-01,86.75,2.53333,4.63667,31.2,4.21
1965-03-01,86.83,2.55,4.68,31.3,4.21
1965-04-01,87.97,2.57,4.73333,31.4,4.2
1965-05-01,89.28,2.59,4.78667,31.4,4.21
1965-06-01,85.04,2.61,4.84,31.6,4.21
1965-07-01,84.91,2.62667,4.88667,31.6,4.2
1965-08-01,86.49,2.64333,4.93333,31.6,4.25
1965-09-01,89.38,2.66,4.98,31.6,4.29
1965-10-01,91.39,2.68,5.05,31.7,4.35
1965-11-01,92.15,2.7,5.12,31.7,4.45
1965-12-01,91.73,2.72,5.19,31.8,4.62
1966-01-01,93.32,2.74,5.24,31.8,4.61
1966-02-01,92.69,2.76,5.29,32.,4.83
1966-03-01,88.88,2.78,5.34,32.1,4.87
1966-04-01,91.6,2.79667,5.38,32.3,4.75
1966-05-01,86.78,2.81333,5.42,32.3,4.78
1966-06-01,86.06,2.83,5.46,32.4,4.81
1966-07-01,85.84,2.85,5.47667,32.5,5.02
1966-08-01,80.65,2.87,5.49333,32.7,5.22
1966-09-01,77.81,2.89,5.51,32.7,5.18
1966-10-01,77.13,2.88333,5.52333,32.9,5.01
1966-11-01,80.99,2.87667,5.53667,32.9,5.16
1966-12-01,81.33,2.87,5.55,32.9,4.84
1967-01-01,84.45,2.88,5.51667,32.9,4.58
1967-02-01,87.36,2.89,5.48333,32.9,4.63
1967-03-01,89.42,2.9,5.45,33.,4.54
1967-04-01,90.96,2.9,5.41,33.1,4.59
1967-05-01,92.59,2.9,5.37,33.2,4.85
1967-06-01,91.43,2.9,5.33,33.3,5.02
1967-07-01,93.01,2.90667,5.32,33.4,5.16
1967-08-01,94.49,2.91333,5.31,33.5,5.28
1967-09-01,95.81,2.92,5.3,33.6,5.3
1967-10-01,95.66,2.92,5.31,33.7,5.48
1967-11-01,92.66,2.92,5.32,33.8,5.75
1967-12-01,95.3,2.92,5.33,33.9,5.7
1968-01-01,95.04,2.93,5.36667,34.1,5.53
1968-02-01,90.75,2.94,5.40333,34.2,5.56
1968-03-01,89.09,2.95,5.44,34.3,5.74
1968-04-01,95.67,2.96333,5.48333,34.4,5.64
1968-05-01,97.87,2.97667,5.52667,34.5,5.87
1968-06-01,100.5,2.99,5.57,34.7,5.72
1968-07-01,100.3,3.00333,5.6,34.9,5.5
1968-08-01,98.11,3.01667,5.63,35.,5.42
1968-09-01,101.3,3.03,5.66,35.1,5.46
1968-10-01,103.8,3.04333,5.69333,35.3,5.58
1968-11-01,105.4,3.05667,5.72667,35.4,5.7
1968-12-01,106.5,3.07,5.76,35.5,6.03
1969-01-01,102.,3.08,5.78,35.6,6.04
1969-02-01,101.5,3.09,5.8,35.8,6.19
1969-03-01,99.3,3.1,5.82,36.1,6.3
1969-04-01,101.3,3.11,5.82667,36.3,6.17
1969-05-01,104.6,3.12,5.83333,36.4,6.32
1969-06-01,99.14,3.13,5.84,36.6,6.57
1969-07-01,94.71,3.13667,5.85667,36.8,6.72
1969-08-01,94.18,3.14333,5.87333,37.,6.69
1969-09-01,94.51,3.15,5.89,37.1,7.16
1969-10-01,95.52,3.15333,5.85333,37.3,7.1
1969-11-01,96.21,3.15667,5.81667,37.5,7.14
1969-12-01,91.11,3.16,5.78,37.7,7.65
1970-01-01,90.31,3.16333,5.73,37.8,7.79
1970-02-01,87.16,3.16667,5.68,38.,7.24
1970-03-01,88.65,3.17,5.63,38.2,7.07
1970-04-01,85.95,3.17333,5.59333,38.5,7.39
1970-05-01,76.06,3.17667,5.55667,38.6,7.91
1970-06-01,75.59,3.18,5.52,38.8,7.84
1970-07-01,75.72,3.18333,5.46667,39.,7.46
1970-08-01,77.92,3.18667,5.41333,39.,7.53
1970-09-01,82.58,3.19,5.36,39.2,7.39
1970-10-01,84.37,3.17333,5.28333,39.4,7.33
1970-11-01,84.28,3.15667,5.20667,39.6,6.84
1970-12-01,90.05,3.14,5.13,39.8,6.39
1971-01-01,93.49,3.13,5.16,39.8,6.24
1971-02-01,97.11,3.12,5.19,39.9,6.11
1971-03-01,99.6,3.11,5.22,40.,5.7
1971-04-01,103.,3.10667,5.25333,40.1,5.83
1971-05-01,101.6,3.10333,5.28667,40.3,6.39
1971-06-01,99.72,3.1,5.32,40.6,6.52
1971-07-01,99.,3.09667,5.35667,40.7,6.73
1971-08-01,97.24,3.09333,5.39333,40.8,6.58
1971-09-01,99.4,3.09,5.43,40.8,6.14
1971-10-01,97.29,3.08333,5.52,40.9,5.93
1971-11-01,92.78,3.07667,5.61,40.9,5.81
1971-12-01,99.17,3.07,5.7,41.1,5.93
1972-01-01,103.3,3.07,5.73667,41.1,5.95
1972-02-01,105.2,3.07,5.77333,41.3,6.08
1972-03-01,107.7,3.07,5.81,41.4,6.07
1972-04-01,108.8,3.07,5.86333,41.5,6.19
1972-05-01,107.7,3.07,5.91667,41.6,6.13
1972-06-01,108.,3.07,5.97,41.7,6.11
1972-07-01,107.2,3.07333,6.02667,41.9,6.11
1972-08-01,111.,3.07667,6.08333,42.,6.21
1972-09-01,109.4,3.08,6.14,42.1,6.55
1972-10-01,109.6,3.10333,6.23333,42.3,6.48
1972-11-01,115.1,3.12667,6.32667,42.4,6.28
1972-12-01,117.5,3.15,6.42,42.5,6.36
1973-01-01,118.4,3.15667,6.54667,42.6,6.46
1973-02-01,114.2,3.16333,6.67333,42.9,6.64
1973-03-01,112.4,3.17,6.8,43.3,6.71
1973-04-01,110.3,3.18667,6.94333,43.6,6.67
1973-05-01,107.2,3.20333,7.08667,43.9,6.85
1973-06-01,104.8,3.22,7.23,44.2,6.9
1973-07-01,105.8,3.23667,7.38333,44.3,7.13
1973-08-01,103.8,3.25333,7.53667,45.1,7.4
1973-09-01,105.6,3.27,7.69,45.2,7.09
1973-10-01,109.8,3.30667,7.84667,45.6,6.79
1973-11-01,102.,3.34333,8.00333,45.9,6.73
1973-12-01,94.78,3.38,8.16,46.2,6.74
1974-01-01,96.11,3.4,8.22667,46.6,6.99
1974-02-01,93.45,3.42,8.29333,47.2,6.96
1974-03-01,97.44,3.44,8.36,47.8,7.21
1974-04-01,92.46,3.46,8.48667,48.,7.51
1974-05-01,89.67,3.48,8.61333,48.6,7.58
1974-06-01,89.79,3.5,8.74,49.,7.54
1974-07-01,79.31,3.53,8.86333,49.4,7.81
1974-08-01,76.03,3.56,8.98667,50.,8.04
1974-09-01,68.12,3.59,9.11,50.6,8.04
1974-10-01,69.44,3.59333,9.03667,51.1,7.9
1974-11-01,71.74,3.59667,8.96333,51.5,7.68
1974-12-01,67.07,3.6,8.89,51.9,7.43
1975-01-01,72.56,3.62333,8.74333,52.1,7.5
1975-02-01,80.1,3.64667,8.59667,52.5,7.39
1975-03-01,83.78,3.67,8.45,52.7,7.73
1975-04-01,84.72,3.68333,8.28667,52.9,8.23
1975-05-01,90.1,3.69667,8.12333,53.2,8.06
1975-06-01,92.4,3.71,7.96,53.6,7.86
1975-07-01,92.49,3.71,7.89333,54.2,8.06
1975-08-01,85.71,3.71,7.82667,54.3,8.4
1975-09-01,84.67,3.71,7.76,54.6,8.43
1975-10-01,88.57,3.7,7.82667,54.9,8.14
1975-11-01,90.07,3.69,7.89333,55.3,8.05
1975-12-01,88.7,3.68,7.96,55.5,8.
1976-01-01,96.86,3.68333,8.19333,55.6,7.74
1976-02-01,100.6,3.68667,8.42667,55.8,7.79
1976-03-01,101.1,3.69,8.66,55.9,7.73
1976-04-01,101.9,3.71333,8.85667,56.1,7.56
1976-05-01,101.2,3.73667,9.05333,56.5,7.9
1976-06-01,101.8,3.76,9.25,56.8,7.86
1976-07-01,104.2,3.79,9.35,57.1,7.83
1976-08-01,103.3,3.82,9.45,57.4,7.77
1976-09-01,105.5,3.85,9.55,57.6,7.59
1976-10-01,101.9,3.91667,9.67,57.9,7.41
1976-11-01,101.2,3.98333,9.79,58.,7.29
1976-12-01,104.7,4.05,9.91,58.2,6.87
1977-01-01,103.8,4.09667,9.96667,58.5,7.21
1977-02-01,101.,4.14333,10.0233,59.1,7.39
1977-03-01,100.6,4.19,10.08,59.5,7.46
1977-04-01,99.05,4.24667,10.1933,60.,7.37
1977-05-01,98.76,4.30333,10.3067,60.3,7.46
1977-06-01,99.29,4.36,10.42,60.7,7.28
1977-07-01,100.2,4.40667,10.5167,61.,7.33
1977-08-01,97.75,4.45333,10.6133,61.2,7.4
1977-09-01,96.23,4.5,10.71,61.4,7.34
1977-10-01,93.74,4.55667,10.77,61.6,7.52
1977-11-01,94.28,4.61333,10.83,61.9,7.58
1977-12-01,93.82,4.67,10.89,62.1,7.69
1978-01-01,90.25,4.71333,10.9,62.5,7.96
1978-02-01,88.98,4.75667,10.91,62.9,8.03
1978-03-01,88.82,4.8,10.92,63.4,8.04
1978-04-01,92.71,4.83667,11.0233,63.9,8.15
1978-05-01,97.41,4.87333,11.1267,64.5,8.35
1978-06-01,97.66,4.91,11.23,65.2,8.46
1978-07-01,97.19,4.94667,11.3433,65.7,8.64
1978-08-01,103.9,4.98333,11.4567,66.,8.41
1978-09-01,103.9,5.02,11.57,66.5,8.42
1978-10-01,100.6,5.03667,11.8233,67.1,8.64
1978-11-01,94.71,5.05333,12.0767,67.4,8.81
1978-12-01,96.11,5.07,12.33,67.7,9.01
1979-01-01,99.71,5.11333,12.6533,68.3,9.1
1979-02-01,98.23,5.15667,12.9767,69.1,9.1
1979-03-01,100.1,5.2,13.3,69.8,9.12
1979-04-01,102.1,5.24667,13.5267,70.6,9.18
1979-05-01,99.73,5.29333,13.7533,71.5,9.25
1979-06-01,101.7,5.34,13.98,72.3,8.91
1979-07-01,102.7,5.39667,14.1967,73.1,8.95
1979-08-01,107.4,5.45333,14.4133,73.8,9.03
1979-09-01,108.6,5.51,14.63,74.6,9.33
1979-10-01,104.5,5.55667,14.7067,75.2,10.3
1979-11-01,103.7,5.60333,14.7833,75.9,10.65
1979-12-01,107.8,5.65,14.86,76.7,10.39
1980-01-01,110.9,5.7,15.0033,77.8,10.8
1980-02-01,115.3,5.75,15.1467,78.9,12.41
1980-03-01,104.7,5.8,15.29,80.1,12.75
1980-04-01,103.,5.84667,15.1733,81.,11.47
1980-05-01,107.7,5.89333,15.0567,81.8,10.18
1980-06-01,114.6,5.94,14.94,82.7,9.78
1980-07-01,119.8,5.98333,14.84,82.7,10.25
1980-08-01,123.5,6.02667,14.74,83.3,11.1
1980-09-01,126.5,6.07,14.64,84.,11.51
1980-10-01,130.2,6.1,14.7,84.8,11.75
1980-11-01,135.7,6.13,14.76,85.5,12.68
1980-12-01,133.5,6.16,14.82,86.3,12.84
1981-01-01,133.,6.2,14.74,87.,12.57
1981-02-01,128.4,6.24,14.66,87.9,13.19
1981-03-01,133.2,6.28,14.58,88.5,13.12
1981-04-01,134.4,6.31667,14.7233,89.1,13.68
1981-05-01,131.7,6.35333,14.8667,89.8,14.1
1981-06-01,132.3,6.39,15.01,90.6,13.47
1981-07-01,129.1,6.43333,15.0967,91.6,14.28
1981-08-01,129.6,6.47667,15.1833,92.3,14.94
1981-09-01,118.3,6.52,15.27,93.2,15.32
1981-10-01,119.8,6.55667,15.3,93.4,15.15
1981-11-01,122.9,6.59333,15.33,93.7,13.39
1981-12-01,123.8,6.63,15.36,94.,13.72
1982-01-01,117.3,6.66,15.1767,94.3,14.59
1982-02-01,114.5,6.69,14.9933,94.6,14.43
1982-03-01,110.8,6.72,14.81,94.5,13.86
1982-04-01,116.3,6.75,14.5967,94.9,13.87
1982-05-01,116.4,6.78,14.3833,95.8,13.62
1982-06-01,109.7,6.81,14.17,97.,14.3
1982-07-01,109.4,6.82333,13.9667,97.5,13.95
1982-08-01,109.7,6.83667,13.7633,97.7,13.06
1982-09-01,122.4,6.85,13.56,97.9,12.34
1982-10-01,132.7,6.85667,13.2533,98.2,10.91
1982-11-01,138.1,6.86333,12.9467,98.,10.55
1982-12-01,139.4,6.87,12.64,97.6,10.54
1983-01-01,144.3,6.88333,12.5667,97.8,10.46
1983-02-01,146.8,6.89667,12.4933,97.9,10.72
1983-03-01,151.9,6.91,12.42,97.9,10.51
1983-04-01,157.7,6.92,12.4767,98.6,10.4
1983-05-01,164.1,6.93,12.5333,99.2,10.38
1983-06-01,166.4,6.94,12.59,99.5,10.85
1983-07-01,167.,6.96,12.8267,99.9,11.38
1983-08-01,162.4,6.98,13.0633,100.2,11.85
1983-09-01,167.2,7.,13.3,100.7,11.65
1983-10-01,167.7,7.03,13.5433,101.,11.54
1983-11-01,165.2,7.06,13.7867,101.2,11.69
1983-12-01,164.4,7.09,14.03,101.3,11.83
1984-01-01,166.4,7.12,14.44,101.9,11.67
1984-02-01,157.3,7.15,14.85,102.4,11.84
1984-03-01,157.4,7.18,15.26,102.6,12.32
1984-04-01,157.6,7.22333,15.5733,103.1,12.63
1984-05-01,156.6,7.26667,15.8867,103.4,13.41
1984-06-01,153.1,7.31,16.2,103.7,13.56
1984-07-01,151.1,7.33333,16.32,104.1,13.36
1984-08-01,164.4,7.35667,16.44,104.5,12.72
1984-09-01,166.1,7.38,16.56,105.,12.52
1984-10-01,164.8,7.43,16.5867,105.3,12.16
1984-11-01,166.3,7.48,16.6133,105.3,11.57
1984-12-01,164.5,7.53,16.64,105.3,11.5
1985-01-01,171.6,7.57333,16.5567,105.5,11.38
1985-02-01,180.9,7.61667,16.4733,106.,11.51
1985-03-01,179.4,7.66,16.39,106.4,11.86
1985-04-01,180.6,7.68667,16.13,106.9,11.43
1985-05-01,184.9,7.71333,15.87,107.3,10.85
1985-06-01,188.9,7.74,15.61,107.6,10.16
1985-07-01,192.5,7.77333,15.4833,107.8,10.31
1985-08-01,188.3,7.80667,15.3567,108.,10.33
1985-09-01,184.1,7.84,15.23,108.3,10.37
1985-10-01,186.2,7.86,15.0233,108.7,10.24
1985-11-01,197.5,7.88,14.8167,109.,9.78
1985-12-01,207.3,7.9,14.61,109.3,9.26
1986-01-01,208.2,7.94,14.58,109.6,9.19
1986-02-01,219.4,7.98,14.55,109.3,8.7
1986-03-01,232.3,8.02,14.52,108.8,7.78
1986-04-01,238.,8.04667,14.5833,108.6,7.3
1986-05-01,238.5,8.07333,14.6467,108.9,7.71
1986-06-01,245.3,8.1,14.71,109.5,7.8
1986-07-01,240.2,8.14333,14.7567,109.5,7.3
1986-08-01,245.,8.18667,14.8033,109.7,7.17
1986-09-01,238.3,8.23,14.85,110.2,7.45
1986-10-01,237.4,8.24667,14.7267,110.3,7.43
1986-11-01,245.1,8.26333,14.6033,110.4,7.25
1986-12-01,248.6,8.28,14.48,110.5,7.11
1987-01-01,264.5,8.3,14.6867,111.2,7.08
1987-02-01,280.9,8.32,14.8933,111.6,7.25
1987-03-01,292.5,8.34,15.1,112.1,7.25
1987-04-01,289.3,8.4,14.8733,112.7,8.02
1987-05-01,289.1,8.46,14.6467,113.1,8.61
1987-06-01,301.4,8.52,14.42,113.5,8.4
1987-07-01,310.1,8.56667,14.9,113.8,8.45
1987-08-01,329.4,8.61333,15.38,114.4,8.76
1987-09-01,318.7,8.66,15.86,115.,9.42
1987-10-01,280.2,8.71,16.4067,115.3,9.52
1987-11-01,245.,8.76,16.9533,115.4,8.86
1987-12-01,241.,8.81,17.5,115.4,8.99
1988-01-01,250.5,8.85667,17.8633,115.7,8.67
1988-02-01,258.1,8.90333,18.2267,116.,8.21
1988-03-01,265.7,8.95,18.59,116.5,8.37
1988-04-01,262.6,9.04333,19.6167,117.1,8.72
1988-05-01,256.1,9.13667,20.6433,117.5,9.09
1988-06-01,270.7,9.23,21.67,118.,8.92
1988-07-01,269.1,9.30667,22.0233,118.5,9.06
1988-08-01,263.7,9.38333,22.3767,119.,9.26
1988-09-01,268.,9.46,22.73,119.8,8.98
1988-10-01,277.4,9.55,23.0733,120.2,8.8
1988-11-01,271.,9.64,23.4167,120.3,8.96
1988-12-01,276.5,9.75,23.75,120.5,9.11
1989-01-01,285.4,9.81333,24.16,121.1,9.09
1989-02-01,294.,9.89667,24.56,121.6,9.17
1989-03-01,292.7,10.01,24.96,122.3,9.36
1989-04-01,302.3,10.0867,25.0467,123.1,9.18
1989-05-01,313.9,10.1933,25.1333,123.8,8.86
1989-06-01,323.7,10.37,25.22,124.1,8.28
1989-07-01,331.9,10.4233,24.71,124.4,8.02
1989-08-01,346.6,10.5467,24.2,124.6,8.11
1989-09-01,347.3,10.73,23.69,125.,8.19
1989-10-01,347.4,10.7967,23.4267,125.6,8.01
1989-11-01,340.2,10.9233,23.1633,125.9,7.87
1989-12-01,348.6,11.06,22.87,126.1,7.84
